flight_number,aircraft_registration,origin,destination,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,status,gate,delay_minutes,passengers_booked
TU2878,TS-IMC,Tunis,Zurich,2026-03-30 15:46:00,2026-03-30 17:55:00,,,scheduled,C11,0,135
TU2879,TS-IOE,Djerba,Istanbul,2026-03-30 16:52:00,2026-03-30 21:19:00,,,scheduled,A10,0,146
TU2880,TS-IOB,Sfax,Madrid,2026-03-30 17:37:00,2026-03-30 20:43:00,,,scheduled,A13,0,60
TU2881,TS-IOE,Monastir,Venice,2026-03-30 17:45:00,2026-03-30 19:30:00,,,scheduled,A12,0,166
TU2882,TS-IOD,Enfidha,Dubai,2026-03-30 18:43:00,2026-03-30 22:38:00,,,scheduled,C6,0,174
TU2883,TS-IOC,Sfax,Casablanca,2026-03-30 19:15:00,2026-03-30 22:43:00,,,scheduled,A1,0,138
TU2884,TS-IOB,Monastir,Istanbul,2026-03-30 19:58:00,2026-03-31 00:40:00,,,scheduled,D13,0,33
TU2885,TS-IMC,Monastir,Algiers,2026-03-30 20:19:00,2026-03-30 22:27:00,,,scheduled,C6,0,36
TU2886,TS-IOB,Djerba,Madrid,2026-03-30 22:45:00,2026-03-31 01:27:00,,,scheduled,C5,0,131
TU2887,TS-IMC,Monastir,Zurich,2026-03-31 06:21:00,2026-03-31 07:46:00,,,scheduled,A23,0,107
TU2888,TS-IMF,Enfidha,Doha,2026-03-31 08:25:00,2026-03-31 11:51:00,,,scheduled,B15,0,94
TU2889,TS-IOD,Tunis,Marseille,2026-03-31 08:33:00,2026-03-31 10:14:00,,,scheduled,A12,0,153
TU2890,TS-IOA,Enfidha,Doha,2026-03-31 10:02:00,2026-03-31 13:20:00,,,scheduled,D20,0,135
TU2891,TS-IOA,Monastir,Marseille,2026-03-31 10:40:00,2026-03-31 12:24:00,,,scheduled,D19,0,172
TU2892,TS-IMB,Tunis,Zurich,2026-03-31 13:21:00,2026-03-31 14:27:00,,,scheduled,B16,0,47
TU2893,TS-IMC,Enfidha,Brussels,2026-03-31 14:20:00,2026-03-31 16:25:00,,,scheduled,C5,0,115
TU2894,TS-IMD,Enfidha,Algiers,2026-03-31 17:30:00,2026-03-31 19:58:00,,,scheduled,C23,0,66
TU2895,TS-IOC,Enfidha,Rome,2026-03-31 17:35:00,2026-03-31 19:55:00,,,scheduled,A17,0,80
TU2896,TS-IOA,Tunis,Amsterdam,2026-03-31 19:46:00,2026-03-31 22:38:00,,,scheduled,A10,0,87
TU2897,TS-IMD,Tunis,Doha,2026-03-31 19:49:00,2026-04-01 00:46:00,,,scheduled,B10,0,46
TU2898,TS-IME,Sfax,Casablanca,2026-03-31 19:51:00,2026-03-31 22:44:00,,,scheduled,D10,0,167
TU2899,TS-IOA,Monastir,Geneva,2026-03-31 21:20:00,2026-03-31 22:52:00,,,scheduled,A7,0,41
TU2900,TS-IMD,Sfax,Cairo,2026-04-01 06:36:00,2026-04-01 10:36:00,,,scheduled,C18,0,111
TU2901,TS-IOD,Sfax,Algiers,2026-04-01 10:14:00,2026-04-01 11:14:00,,,scheduled,C2,0,170
TU2902,TS-IOC,Enfidha,Zurich,2026-04-01 12:43:00,2026-04-01 13:58:00,,,scheduled,A23,0,45
TU2903,TS-IOB,Sfax,Rome,2026-04-01 13:06:00,2026-04-01 15:34:00,,,scheduled,C9,0,134
TU2904,TS-IOD,Monastir,Munich,2026-04-01 13:36:00,2026-04-01 16:58:00,,,scheduled,A4,0,105
TU2905,TS-IOD,Monastir,Dubai,2026-04-01 16:02:00,2026-04-01 19:08:00,,,scheduled,B8,0,135
TU2906,TS-IOA,Enfidha,London,2026-04-01 18:01:00,2026-04-01 20:36:00,,,scheduled,D8,0,99
TU2907,TS-IOD,Monastir,Algiers,2026-04-01 18:34:00,2026-04-01 20:04:00,,,scheduled,D20,0,123
TU2908,TS-IOA,Djerba,Paris,2026-04-01 20:18:00,2026-04-01 22:48:00,,,scheduled,D9,0,114
TU2909,TS-IMC,Djerba,Barcelona,2026-04-01 22:09:00,2026-04-02 00:10:00,,,scheduled,B11,0,45
TU2910,TS-IOA,Enfidha,Amsterdam,2026-04-02 06:55:00,2026-04-02 09:50:00,,,scheduled,C12,0,109
TU2911,TS-IMB,Sfax,Istanbul,2026-04-02 12:08:00,2026-04-02 16:03:00,,,scheduled,C24,0,85
TU2912,TS-IME,Sfax,Lyon,2026-04-02 13:12:00,2026-04-02 14:20:00,,,scheduled,C12,0,33
TU2913,TS-IOC,Monastir,Tripoli,2026-04-02 13:37:00,2026-04-02 15:52:00,,,scheduled,A1,0,89
TU2914,TS-IME,Enfidha,Venice,2026-04-02 14:12:00,2026-04-02 15:26:00,,,scheduled,B24,0,125
TU2915,TS-IME,Tunis,Abu Dhabi,2026-04-02 14:57:00,2026-04-02 18:42:00,,,scheduled,A20,0,111
TU2916,TS-IOA,Sfax,Abu Dhabi,2026-04-02 15:30:00,2026-04-02 20:18:00,,,scheduled,D11,0,107
TU2917,TS-IMC,Djerba,Tripoli,2026-04-02 16:51:00,2026-04-02 19:14:00,,,scheduled,D19,0,115
TU2918,TS-IMB,Tunis,Cairo,2026-04-02 18:44:00,2026-04-02 22:23:00,,,scheduled,C4,0,119
TU2919,TS-IOE,Tunis,Istanbul,2026-04-02 19:24:00,2026-04-02 23:10:00,,,scheduled,B17,0,65
TU2920,TS-IOE,Djerba,Abu Dhabi,2026-04-02 20:02:00,2026-04-02 23:46:00,,,scheduled,D1,0,102
TU2921,TS-IOB,Djerba,Casablanca,2026-04-02 20:33:00,2026-04-02 23:19:00,,,scheduled,A23,0,44
TU2922,TS-IOD,Monastir,Casablanca,2026-04-02 21:09:00,2026-04-03 00:32:00,,,scheduled,A15,0,128
TU2923,TS-IOE,Djerba,Madrid,2026-04-02 22:41:00,2026-04-03 01:44:00,,,scheduled,D14,0,93
TU2924,TS-IMD,Djerba,Marseille,2026-04-03 05:43:00,2026-04-03 06:48:00,,,scheduled,D13,0,92
TU2925,TS-IOC,Sfax,Lyon,2026-04-03 06:52:00,2026-04-03 08:58:00,,,scheduled,B18,0,131
TU2926,TS-IME,Djerba,Paris,2026-04-03 07:03:00,2026-04-03 08:57:00,,,scheduled,B12,0,128
TU2927,TS-IOA,Enfidha,London,2026-04-03 07:20:00,2026-04-03 10:08:00,,,scheduled,D11,0,117
TU2928,TS-IOA,Tunis,Algiers,2026-04-03 07:51:00,2026-04-03 09:57:00,,,scheduled,B3,0,117
TU2929,TS-IMF,Djerba,Amsterdam,2026-04-03 12:21:00,2026-04-03 15:48:00,,,scheduled,C1,0,143
TU2930,TS-IOD,Monastir,Tripoli,2026-04-03 18:19:00,2026-04-03 20:13:00,,,scheduled,C8,0,96
TU2931,TS-IOE,Djerba,Algiers,2026-04-03 18:20:00,2026-04-03 20:37:00,,,scheduled,A6,0,143
TU2932,TS-IME,Djerba,Lyon,2026-04-03 19:40:00,2026-04-03 20:53:00,,,scheduled,B10,0,121
TU2933,TS-IOA,Enfidha,Tripoli,2026-04-03 19:45:00,2026-04-03 20:47:00,,,scheduled,B2,0,95
TU2934,TS-IOA,Tunis,Geneva,2026-04-03 20:09:00,2026-04-03 22:21:00,,,scheduled,D8,0,40
TU2935,TS-IOC,Tunis,Marseille,2026-04-03 20:55:00,2026-04-03 22:43:00,,,scheduled,A4,0,153
TU2936,TS-IOC,Monastir,Rome,2026-04-03 21:17:00,2026-04-03 22:58:00,,,scheduled,D4,0,146
TU2937,TS-IOC,Tunis,Lyon,2026-04-03 22:01:00,2026-04-03 23:08:00,,,scheduled,B19,0,124
TU2938,TS-IME,Sfax,Frankfurt,2026-04-04 09:23:00,2026-04-04 12:22:00,,,scheduled,B11,0,91
TU2939,TS-IME,Tunis,Zurich,2026-04-04 10:08:00,2026-04-04 11:26:00,,,scheduled,A1,0,103
TU2940,TS-IOC,Djerba,Munich,2026-04-04 10:31:00,2026-04-04 12:59:00,,,scheduled,B18,0,80
TU2941,TS-IME,Enfidha,Algiers,2026-04-04 12:49:00,2026-04-04 14:15:00,,,scheduled,D20,0,124
TU2942,TS-IOC,Tunis,Munich,2026-04-04 13:13:00,2026-04-04 15:32:00,,,scheduled,D5,0,94
TU2943,TS-IOA,Sfax,Munich,2026-04-04 14:15:00,2026-04-04 16:52:00,,,scheduled,B7,0,119
TU2944,TS-IOC,Tunis,Doha,2026-04-04 14:53:00,2026-04-04 18:14:00,,,scheduled,A2,0,136
TU2945,TS-IOE,Djerba,Amsterdam,2026-04-04 15:28:00,2026-04-04 18:45:00,,,scheduled,B10,0,124
TU2946,TS-IOC,Tunis,Lyon,2026-04-04 17:40:00,2026-04-04 19:05:00,,,scheduled,B5,0,145
TU2947,TS-IOE,Djerba,Munich,2026-04-04 18:43:00,2026-04-04 21:40:00,,,scheduled,C13,0,165
TU2948,TS-IMD,Enfidha,Marseille,2026-04-04 19:59:00,2026-04-04 21:41:00,,,scheduled,C10,0,115
TU2949,TS-IOB,Monastir,Brussels,2026-04-04 20:34:00,2026-04-04 22:44:00,,,scheduled,D23,0,147
TU2950,TS-IMB,Enfidha,Istanbul,2026-04-04 20:58:00,2026-04-05 00:27:00,,,scheduled,A18,0,86
TU2951,TS-IMC,Djerba,Casablanca,2026-04-04 21:01:00,2026-04-04 23:23:00,,,scheduled,B13,0,132
TU2952,TS-IOD,Djerba,Venice,2026-04-04 22:33:00,2026-04-05 00:06:00,,,scheduled,D17,0,102
TU2953,TS-IMF,Sfax,Dubai,2026-04-05 06:00:00,2026-04-05 09:00:00,,,scheduled,D19,0,50
TU2954,TS-IOB,Enfidha,Algiers,2026-04-05 06:31:00,2026-04-05 08:12:00,,,scheduled,D3,0,26
TU2955,TS-IMD,Enfidha,Geneva,2026-04-05 06:51:00,2026-04-05 09:08:00,,,scheduled,B18,0,108
TU2956,TS-IMC,Monastir,Algiers,2026-04-05 08:45:00,2026-04-05 10:24:00,,,scheduled,D22,0,136
TU2957,TS-IMF,Djerba,Marseille,2026-04-05 09:40:00,2026-04-05 11:26:00,,,scheduled,A16,0,136
TU2958,TS-IOA,Djerba,London,2026-04-05 10:01:00,2026-04-05 13:03:00,,,scheduled,C17,0,121
TU2959,TS-IOB,Monastir,Rome,2026-04-05 12:00:00,2026-04-05 13:24:00,,,scheduled,C4,0,115
TU2960,TS-IMF,Monastir,Dubai,2026-04-05 14:34:00,2026-04-05 18:25:00,,,scheduled,D1,0,137
TU2961,TS-IOA,Djerba,Dubai,2026-04-05 16:25:00,2026-04-05 21:25:00,,,scheduled,D6,0,153
TU2962,TS-IMF,Sfax,Amsterdam,2026-04-05 19:51:00,2026-04-05 22:55:00,,,scheduled,D24,0,119
TU2963,TS-IMD,Djerba,Barcelona,2026-04-05 21:14:00,2026-04-05 23:32:00,,,scheduled,C11,0,132
TU2964,TS-IOC,Tunis,Abu Dhabi,2026-04-05 22:11:00,2026-04-06 01:13:00,,,scheduled,B20,0,70
TU2965,TS-IOA,Djerba,Barcelona,2026-04-05 22:36:00,2026-04-06 01:53:00,,,scheduled,C3,0,108
TU2966,TS-IOD,Sfax,Algiers,2026-04-05 22:39:00,2026-04-06 00:25:00,,,scheduled,A20,0,160
TU2967,TS-IOD,Monastir,Munich,2026-04-06 05:54:00,2026-04-06 08:11:00,,,scheduled,B20,0,111
TU2968,TS-IME,Monastir,Madrid,2026-04-06 07:54:00,2026-04-06 11:12:00,,,scheduled,D4,0,43
TU2969,TS-IOB,Enfidha,Tripoli,2026-04-06 09:50:00,2026-04-06 11:28:00,,,scheduled,D3,0,133
TU2970,TS-IOB,Enfidha,Istanbul,2026-04-06 11:11:00,2026-04-06 15:21:00,,,scheduled,D10,0,61
TU2971,TS-IOA,Enfidha,Cairo,2026-04-06 12:58:00,2026-04-06 17:17:00,,,scheduled,C3,0,136
TU2972,TS-IMF,Djerba,Abu Dhabi,2026-04-06 13:57:00,2026-04-06 17:41:00,,,scheduled,D10,0,100
TU2973,TS-IMD,Monastir,Amsterdam,2026-04-06 17:00:00,2026-04-06 20:24:00,,,scheduled,A6,0,168
TU2974,TS-IMC,Sfax,Dubai,2026-04-06 17:52:00,2026-04-06 22:01:00,,,scheduled,A24,0,95
TU2975,TS-IOC,Enfidha,Brussels,2026-04-06 19:48:00,2026-04-06 21:09:00,,,scheduled,C4,0,120
TU2976,TS-IMD,Sfax,Frankfurt,2026-04-06 22:06:00,2026-04-07 01:16:00,,,scheduled,B15,0,51
TU2977,TS-IMB,Monastir,Zurich,2026-04-06 22:18:00,2026-04-07 00:03:00,,,scheduled,C19,0,145
TU2978,TS-IOA,Djerba,Istanbul,2026-04-06 22:19:00,2026-04-07 02:49:00,,,scheduled,B19,0,123
TU2979,TS-IME,Djerba,Dubai,2026-04-07 06:52:00,2026-04-07 10:59:00,,,scheduled,B18,0,69
TU2980,TS-IMB,Tunis,Istanbul,2026-04-07 08:27:00,2026-04-07 12:03:00,,,scheduled,D21,0,159
TU2981,TS-IMF,Monastir,Zurich,2026-04-07 08:54:00,2026-04-07 10:51:00,,,scheduled,D4,0,51
TU2982,TS-IME,Tunis,Lyon,2026-04-07 12:46:00,2026-04-07 14:51:00,,,scheduled,D10,0,166
TU2983,TS-IMC,Sfax,Brussels,2026-04-07 13:23:00,2026-04-07 15:29:00,,,scheduled,B16,0,63
TU2984,TS-IOB,Enfidha,Lyon,2026-04-07 13:51:00,2026-04-07 16:18:00,,,scheduled,C23,0,114
TU2985,TS-IOD,Sfax,Lyon,2026-04-07 14:16:00,2026-04-07 16:23:00,,,scheduled,D21,0,163
TU2986,TS-IOB,Monastir,Rome,2026-04-07 15:48:00,2026-04-07 17:11:00,,,scheduled,D13,0,126
TU2987,TS-IMD,Enfidha,Cairo,2026-04-07 16:18:00,2026-04-07 20:56:00,,,scheduled,C21,0,108
TU2988,TS-IOE,Monastir,Doha,2026-04-07 17:42:00,2026-04-07 20:54:00,,,scheduled,D17,0,112
TU2989,TS-IOE,Enfidha,Marseille,2026-04-07 21:06:00,2026-04-07 23:12:00,,,scheduled,D13,0,31
TU2990,TS-IMF,Tunis,Cairo,2026-04-07 22:06:00,2026-04-08 02:42:00,,,scheduled,C4,0,120
TU2991,TS-IOE,Tunis,Marseille,2026-04-08 07:09:00,2026-04-08 09:22:00,,,scheduled,C9,0,119
TU2992,TS-IME,Djerba,Casablanca,2026-04-08 07:15:00,2026-04-08 09:43:00,,,scheduled,C21,0,93
TU2993,TS-IOE,Sfax,Tripoli,2026-04-08 07:39:00,2026-04-08 08:51:00,,,scheduled,C18,0,80
TU2994,TS-IOD,Enfidha,London,2026-04-08 08:51:00,2026-04-08 12:05:00,,,scheduled,C4,0,139
TU2995,TS-IMD,Tunis,Abu Dhabi,2026-04-08 09:21:00,2026-04-08 12:40:00,,,scheduled,C3,0,171
TU2996,TS-IMC,Djerba,Madrid,2026-04-08 09:33:00,2026-04-08 12:35:00,,,scheduled,B3,0,138
TU2997,TS-IMD,Sfax,Doha,2026-04-08 11:56:00,2026-04-08 15:56:00,,,scheduled,C13,0,102
TU2998,TS-IMF,Tunis,Geneva,2026-04-08 16:58:00,2026-04-08 18:52:00,,,scheduled,B24,0,87
TU2999,TS-IMD,Tunis,Brussels,2026-04-08 17:50:00,2026-04-08 20:13:00,,,scheduled,B6,0,149
TU3000,TS-IMC,Djerba,Nice,2026-04-08 18:05:00,2026-04-08 19:43:00,,,scheduled,B14,0,127
TU3001,TS-IOB,Sfax,Marseille,2026-04-08 18:41:00,2026-04-08 19:56:00,,,scheduled,A24,0,68
TU3002,TS-IOD,Sfax,London,2026-04-08 19:27:00,2026-04-08 22:31:00,,,scheduled,D11,0,154
TU3003,TS-IOE,Enfidha,London,2026-04-08 22:13:00,2026-04-09 00:39:00,,,scheduled,A17,0,109
TU3004,TS-IMB,Monastir,Munich,2026-04-08 22:28:00,2026-04-09 00:34:00,,,scheduled,B3,0,140
TU3005,TS-IOB,Djerba,Cairo,2026-04-09 07:17:00,2026-04-09 12:01:00,,,scheduled,A21,0,158
TU3006,TS-IMF,Tunis,Venice,2026-04-09 08:47:00,2026-04-09 10:39:00,,,scheduled,D17,0,184
TU3007,TS-IOB,Sfax,Munich,2026-04-09 09:23:00,2026-04-09 12:42:00,,,scheduled,A2,0,122
TU3008,TS-IMC,Monastir,Madrid,2026-04-09 10:29:00,2026-04-09 13:43:00,,,scheduled,B20,0,44
TU3009,TS-IOC,Djerba,Brussels,2026-04-09 14:23:00,2026-04-09 15:25:00,,,scheduled,B22,0,60
TU3010,TS-IOC,Sfax,London,2026-04-09 15:15:00,2026-04-09 17:41:00,,,scheduled,D18,0,128
TU3011,TS-IOB,Tunis,Dubai,2026-04-09 15:48:00,2026-04-09 20:44:00,,,scheduled,A7,0,121
TU3012,TS-IMD,Tunis,Zurich,2026-04-09 16:41:00,2026-04-09 18:59:00,,,scheduled,C4,0,97
TU3013,TS-IOE,Djerba,Madrid,2026-04-09 17:33:00,2026-04-09 21:01:00,,,scheduled,B1,0,115
TU3014,TS-IME,Enfidha,Tripoli,2026-04-09 18:40:00,2026-04-09 19:58:00,,,scheduled,C2,0,126
TU3015,TS-IMC,Sfax,Dubai,2026-04-09 18:54:00,2026-04-09 22:14:00,,,scheduled,C18,0,102
TU3016,TS-IOA,Tunis,Rome,2026-04-09 20:21:00,2026-04-09 22:50:00,,,scheduled,B17,0,110
TU3017,TS-IMC,Sfax,Madrid,2026-04-09 22:10:00,2026-04-10 01:09:00,,,scheduled,D21,0,165
TU3018,TS-IOE,Monastir,Munich,2026-04-10 06:21:00,2026-04-10 08:44:00,,,scheduled,D24,0,113
TU3019,TS-IMC,Sfax,Nice,2026-04-10 06:49:00,2026-04-10 07:49:00,,,scheduled,A15,0,132
TU3020,TS-IOC,Enfidha,Lyon,2026-04-10 07:13:00,2026-04-10 08:40:00,,,scheduled,A3,0,142
TU3021,TS-IMC,Enfidha,Tripoli,2026-04-10 08:29:00,2026-04-10 10:30:00,,,scheduled,B8,0,105
TU3022,TS-IMC,Djerba,Milan,2026-04-10 10:58:00,2026-04-10 13:22:00,,,scheduled,A9,0,117
TU3023,TS-IMD,Enfidha,Dubai,2026-04-10 11:06:00,2026-04-10 15:27:00,,,scheduled,D23,0,130
TU3024,TS-IMB,Djerba,Istanbul,2026-04-10 11:48:00,2026-04-10 16:13:00,,,scheduled,C7,0,129
TU3025,TS-IMD,Tunis,Rome,2026-04-10 14:42:00,2026-04-10 16:58:00,,,scheduled,D10,0,55
TU3026,TS-IOD,Djerba,Frankfurt,2026-04-10 15:32:00,2026-04-10 17:57:00,,,scheduled,A23,0,27
TU3027,TS-IOD,Tunis,Tripoli,2026-04-10 15:36:00,2026-04-10 17:14:00,,,scheduled,A21,0,170
TU3028,TS-IMC,Enfidha,Marseille,2026-04-10 16:05:00,2026-04-10 18:04:00,,,scheduled,A10,0,95
TU3029,TS-IOA,Tunis,Nice,2026-04-10 16:40:00,2026-04-10 18:10:00,,,scheduled,B14,0,124
TU3030,TS-IOE,Monastir,Doha,2026-04-10 17:56:00,2026-04-10 22:55:00,,,scheduled,D6,0,153
TU3031,TS-IMB,Sfax,Venice,2026-04-10 18:45:00,2026-04-10 20:26:00,,,scheduled,C20,0,113
TU3032,TS-IOB,Enfidha,London,2026-04-10 19:05:00,2026-04-10 21:53:00,,,scheduled,B5,0,81
TU3033,TS-IME,Enfidha,Zurich,2026-04-10 22:50:00,2026-04-10 23:56:00,,,scheduled,B19,0,131
TU3034,TS-IOB,Monastir,Rome,2026-04-11 07:13:00,2026-04-11 09:28:00,,,scheduled,B12,0,91
TU3035,TS-IOD,Monastir,Madrid,2026-04-11 10:23:00,2026-04-11 13:28:00,,,scheduled,B20,0,73
TU3036,TS-IOA,Enfidha,Lyon,2026-04-11 10:42:00,2026-04-11 13:03:00,,,scheduled,A1,0,115
TU3037,TS-IOA,Monastir,Zurich,2026-04-11 11:11:00,2026-04-11 13:23:00,,,scheduled,A1,0,153
TU3038,TS-IMF,Sfax,Cairo,2026-04-11 12:29:00,2026-04-11 17:15:00,,,scheduled,D10,0,120
TU3039,TS-IOD,Tunis,Munich,2026-04-11 12:52:00,2026-04-11 15:28:00,,,scheduled,D8,0,116
TU3040,TS-IOC,Tunis,Milan,2026-04-11 13:04:00,2026-04-11 15:20:00,,,scheduled,C22,0,131
TU3041,TS-IOE,Monastir,Nice,2026-04-11 13:29:00,2026-04-11 15:17:00,,,scheduled,A19,0,140
TU3042,TS-IMF,Enfidha,Munich,2026-04-11 13:57:00,2026-04-11 17:09:00,,,scheduled,A16,0,134
TU3043,TS-IOA,Tunis,Frankfurt,2026-04-11 14:19:00,2026-04-11 17:16:00,,,scheduled,A23,0,78
TU3044,TS-IMF,Sfax,Venice,2026-04-11 16:59:00,2026-04-11 18:11:00,,,scheduled,A13,0,74
TU3045,TS-IMD,Tunis,Dubai,2026-04-11 17:59:00,2026-04-11 22:18:00,,,scheduled,C7,0,140
TU3046,TS-IMC,Djerba,Nice,2026-04-11 18:19:00,2026-04-11 19:21:00,,,scheduled,B8,0,126
TU3047,TS-IOB,Enfidha,Frankfurt,2026-04-11 19:11:00,2026-04-11 22:29:00,,,scheduled,C12,0,108
TU3048,TS-IOD,Enfidha,Dubai,2026-04-12 05:44:00,2026-04-12 09:24:00,,,scheduled,C21,0,153
TU3049,TS-IME,Enfidha,Tripoli,2026-04-12 06:50:00,2026-04-12 09:00:00,,,scheduled,B14,0,123
TU3050,TS-IOB,Sfax,Geneva,2026-04-12 08:10:00,2026-04-12 10:11:00,,,scheduled,A17,0,135
TU3051,TS-IOB,Monastir,Tripoli,2026-04-12 08:58:00,2026-04-12 11:12:00,,,scheduled,C1,0,123
TU3052,TS-IOA,Tunis,Zurich,2026-04-12 10:06:00,2026-04-12 12:27:00,,,scheduled,C14,0,137
TU3053,TS-IME,Sfax,Madrid,2026-04-12 13:49:00,2026-04-12 16:30:00,,,scheduled,D17,0,101
TU3054,TS-IOB,Djerba,Casablanca,2026-04-12 14:11:00,2026-04-12 16:13:00,,,scheduled,D3,0,101
TU3055,TS-IMB,Tunis,Tripoli,2026-04-12 15:16:00,2026-04-12 17:45:00,,,scheduled,C17,0,143
TU3056,TS-IOB,Sfax,London,2026-04-12 16:31:00,2026-04-12 19:38:00,,,scheduled,A8,0,55
TU3057,TS-IOE,Djerba,Venice,2026-04-12 18:53:00,2026-04-12 21:19:00,,,scheduled,C10,0,34
TU3058,TS-IMB,Djerba,Amsterdam,2026-04-12 20:00:00,2026-04-12 23:13:00,,,scheduled,D14,0,157
TU3059,TS-IOE,Djerba,Marseille,2026-04-13 08:18:00,2026-04-13 10:05:00,,,scheduled,B14,0,143
TU3060,TS-IME,Enfidha,Tripoli,2026-04-13 09:08:00,2026-04-13 10:08:00,,,scheduled,D11,0,159
TU3061,TS-IMF,Sfax,Munich,2026-04-13 10:54:00,2026-04-13 14:10:00,,,scheduled,A1,0,80
TU3062,TS-IOB,Tunis,Barcelona,2026-04-13 15:18:00,2026-04-13 18:15:00,,,scheduled,B11,0,152
TU3063,TS-IMF,Monastir,Algiers,2026-04-13 15:49:00,2026-04-13 16:59:00,,,scheduled,D6,0,136
TU3064,TS-IMD,Monastir,Marseille,2026-04-13 16:07:00,2026-04-13 17:25:00,,,scheduled,C14,0,65
TU3065,TS-IMF,Enfidha,Doha,2026-04-13 18:22:00,2026-04-13 22:09:00,,,scheduled,A4,0,153
TU3066,TS-IMF,Djerba,Munich,2026-04-13 18:57:00,2026-04-13 21:56:00,,,scheduled,C9,0,124
TU3067,TS-IMC,Sfax,Amsterdam,2026-04-13 19:11:00,2026-04-13 22:26:00,,,scheduled,C6,0,130
TU3068,TS-IMD,Sfax,Nice,2026-04-13 20:49:00,2026-04-13 21:51:00,,,scheduled,C7,0,127
TU3069,TS-IMB,Monastir,Rome,2026-04-13 21:22:00,2026-04-13 22:24:00,,,scheduled,C18,0,74
TU3070,TS-IOA,Sfax,Tripoli,2026-04-13 22:36:00,2026-04-13 23:40:00,,,scheduled,C15,0,33
TU3071,TS-IMC,Tunis,Madrid,2026-04-14 07:31:00,2026-04-14 09:33:00,,,scheduled,A19,0,38
TU3072,TS-IME,Sfax,Tripoli,2026-04-14 08:21:00,2026-04-14 09:27:00,,,scheduled,A14,0,134
TU3073,TS-IOB,Sfax,Cairo,2026-04-14 11:43:00,2026-04-14 15:45:00,,,scheduled,B18,0,161
TU3074,TS-IOC,Djerba,Zurich,2026-04-14 15:19:00,2026-04-14 16:45:00,,,scheduled,C5,0,71
TU3075,TS-IMB,Sfax,Marseille,2026-04-14 19:20:00,2026-04-14 21:26:00,,,scheduled,C4,0,162
TU3076,TS-IOB,Enfidha,Algiers,2026-04-14 19:21:00,2026-04-14 21:27:00,,,scheduled,C15,0,68
TU3077,TS-IMB,Monastir,Frankfurt,2026-04-14 21:00:00,2026-04-15 00:13:00,,,scheduled,C2,0,130
TU3078,TS-IMD,Tunis,Brussels,2026-04-14 21:22:00,2026-04-14 23:34:00,,,scheduled,A6,0,156
TU3079,TS-IMD,Enfidha,Madrid,2026-04-14 21:53:00,2026-04-15 00:19:00,,,scheduled,C12,0,125
TU3080,TS-IOA,Tunis,Tripoli,2026-04-14 21:56:00,2026-04-15 00:26:00,,,scheduled,A21,0,44
TU3081,TS-IOD,Tunis,Barcelona,2026-04-14 22:09:00,2026-04-15 01:03:00,,,scheduled,A22,0,87
TU3082,TS-IME,Djerba,Barcelona,2026-04-14 22:29:00,2026-04-15 01:03:00,,,scheduled,B21,0,161
TU3083,TS-IMB,Tunis,Barcelona,2026-04-14 22:44:00,2026-04-15 01:29:00,,,scheduled,C24,0,145
TU3084,TS-IOC,Monastir,Zurich,2026-04-15 06:16:00,2026-04-15 07:58:00,,,scheduled,B9,0,127
TU3085,TS-IOA,Enfidha,Zurich,2026-04-15 07:05:00,2026-04-15 09:15:00,,,scheduled,A14,0,169
TU3086,TS-IMB,Enfidha,Algiers,2026-04-15 07:13:00,2026-04-15 09:29:00,,,scheduled,C2,0,56
TU3087,TS-IMF,Djerba,Abu Dhabi,2026-04-15 10:33:00,2026-04-15 14:24:00,,,scheduled,B22,0,95
TU3088,TS-IMB,Enfidha,Marseille,2026-04-15 12:34:00,2026-04-15 14:01:00,,,scheduled,C22,0,114
TU3089,TS-IOA,Monastir,Casablanca,2026-04-15 13:08:00,2026-04-15 16:09:00,,,scheduled,C2,0,149
TU3090,TS-IOC,Enfidha,Nice,2026-04-15 15:08:00,2026-04-15 16:55:00,,,scheduled,D6,0,47
TU3091,TS-IMB,Sfax,Dubai,2026-04-15 15:39:00,2026-04-15 19:39:00,,,scheduled,C24,0,81
TU3092,TS-IOA,Djerba,Casablanca,2026-04-15 18:03:00,2026-04-15 20:47:00,,,scheduled,D14,0,152
TU3093,TS-IOB,Tunis,Rome,2026-04-15 21:10:00,2026-04-15 23:25:00,,,scheduled,B23,0,157
TU3094,TS-IOA,Djerba,Algiers,2026-04-15 22:13:00,2026-04-16 00:05:00,,,scheduled,C2,0,66
TU3095,TS-IOE,Djerba,Zurich,2026-04-15 22:41:00,2026-04-16 00:02:00,,,scheduled,C7,0,150
TU3096,TS-IMF,Tunis,Istanbul,2026-04-16 06:28:00,2026-04-16 09:44:00,,,scheduled,B18,0,137
TU3097,TS-IMB,Tunis,Madrid,2026-04-16 10:33:00,2026-04-16 12:34:00,,,scheduled,D19,0,111
TU3098,TS-IME,Sfax,Dubai,2026-04-16 11:51:00,2026-04-16 16:10:00,,,scheduled,A7,0,139
TU3099,TS-IOA,Monastir,Rome,2026-04-16 11:57:00,2026-04-16 13:40:00,,,scheduled,A6,0,100
TU3100,TS-IMB,Tunis,Milan,2026-04-16 12:02:00,2026-04-16 13:57:00,,,scheduled,C18,0,130
